exp_id,dataset,method,run_id,outer_fold,seed,eval_index,iteration,particle_id,pos_n_estimators,pos_max_depth,pos_min_samples_split,vel_n_estimators,vel_max_depth,vel_min_samples_split,n_estimators,max_depth,min_samples_split,fitness,fitness_metric,cv_scores,cv_std,diag_balanced_accuracy,diag_f1_macro,cache_hit,status,error,pbest_fitness,gbest_fitness,best_so_far_fitness,fit_time_s,timestamp
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,0,,,,,,,,,159,19,9,0.8150510204081632,accuracy,"[0.8163265306122449,0.7755102040816326,0.7959183673469388,0.9166666666666666,0.7708333333333334]",0.05331435999801779,0.8103312951139039,0.8111369583781443,false,ok,,,,0.8150510204081632,0.4697288000024855,2026-09-25T09:33:00.203Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,1,,,,,,,,,127,19,10,0.8109693877551021,accuracy,"[0.8163265306122449,0.7959183673469388,0.7551020408163265,0.9375,0.75]",0.06797595858418917,0.8059282907108993,0.8067222075140401,false,ok,,,,0.8150510204081632,0.4122891000006348,2026-09-25T09:33:00.616Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,2,,,,,,,,,196,3,6,0.8477891156462585,accuracy,"[0.8775510204081632,0.8163265306122449,0.8367346938775511,0.9375,0.7708333333333334]",0.05651212378887278,0.8398314246140334,0.8424060387037127,false,ok,,,,0.8477891156462585,0.5674211999867111,2026-09-25T09:33:01.184Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,3,,,,,,,,,141,7,5,0.8232993197278912,accuracy,"[0.7959183673469388,0.7959183673469388,0.8163265306122449,0.9166666666666666,0.7916666666666666]",0.04746817693719593,0.8192797540623626,0.8197790824932809,false,ok,,,,0.8477891156462585,0.43876480002654716,2026-09-25T09:33:01.623Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,4,,,,,,,,,144,17,7,0.8150510204081632,accuracy,"[0.8163265306122449,0.7755102040816326,0.7959183673469388,0.9166666666666666,0.7708333333333334]",0.05331435999801779,0.8111730459556548,0.8115578337990195,false,ok,,,,0.8477891156462585,0.42449910001596436,2026-09-25T09:33:02.048Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,5,,,,,,,,,76,14,9,0.8193027210884353,accuracy,"[0.8163265306122449,0.7755102040816326,0.7755102040816326,0.9166666666666666,0.8125]",0.05171158809029288,0.8150191998018084,0.8157366421128251,false,ok,,,,0.8477891156462585,0.2666503000073135,2026-09-25T09:33:02.315Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,6,,,,,,,,,83,12,5,0.8150510204081632,accuracy,"[0.7959183673469388,0.7959183673469388,0.7959183673469388,0.8958333333333334,0.7916666666666666]",0.04042470858505006,0.8110305958132045,0.8111662437436431,false,ok,,,,0.8477891156462585,0.2511140000424348,2026-09-25T09:33:02.567Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,7,,,,,,,,,186,3,6,0.8437074829931973,accuracy,"[0.8571428571428571,0.8163265306122449,0.8367346938775511,0.9375,0.7708333333333334]",0.054929998279628994,0.8359852707678794,0.8383688712856887,false,ok,,,,0.8477891156462585,0.5230849999934435,2026-09-25T09:33:03.090Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,8,,,,,,,,,185,10,3,0.8232142857142858,accuracy,"[0.8163265306122449,0.7755102040816326,0.8367346938775511,0.9166666666666666,0.7708333333333334]",0.05288295318846393,0.818580453363062,0.8188936714349406,false,ok,,,,0.8477891156462585,0.5696997999912128,2026-09-25T09:33:03.660Z
20260925-083324_default,heart_cleveland,random_search,fold_4,4,4,9,,,,,,,,,169,20,10,0.8273809523809523,accuracy,"[0.8367346938775511,0.7959183673469388,0.7959183673469388,0.9375,0.7708333333333334]",0.058976467955466766,0.8217273065099151,0.8232178206890957,false,ok,,,,0.8477891156462585,0.5504290999961086,2026-09-25T09:33:04.211Z
