exp_id,dataset,method,run_id,outer_fold,seed,eval_index,iteration,particle_id,pos_n_estimators,pos_max_depth,pos_min_samples_split,vel_n_estimators,vel_max_depth,vel_min_samples_split,n_estimators,max_depth,min_samples_split,fitness,fitness_metric,cv_scores,cv_std,diag_balanced_accuracy,diag_f1_macro,cache_hit,status,error,pbest_fitness,gbest_fitness,best_so_far_fitness,fit_time_s,timestamp
20260925-083324_default,digits,pso,fold_4,4,4,0,0,0,191.45841583585513,11.20389595065851,9.809949645661632,0.6626100663434293,0.5082153262741016,0.7025712854784141,191,11,10,0.9659286682152537,accuracy,"[0.9444444444444444,0.9826388888888888,0.9652777777777778,0.9686411149825784,0.9686411149825784]",0.012295867104751319,0.9658533114395184,0.9657909012187798,false,ok,,0.9659286682152537,0.9735772357723576,0.9659286682152537,1.4466924999724142,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,1,0,1,62.125403584340326,12.932404975910533,5.0118926750181805,2.4604740194113752,-0.8357997949502814,0.6876395124929071,62,13,5,0.9673199767711964,accuracy,"[0.9548611111111112,0.9826388888888888,0.9583333333333334,0.9790940766550522,0.9616724738675958]",0.011324097133159119,0.9672096332785987,0.9670894974655146,false,ok,,0.9673199767711964,0.9735772357723576,0.9673199767711964,0.552043900010176,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,2,0,2,170.2851810478711,5.141500690592512,8.973082193501252,-0.24824146162570315,0.6328831137606932,-0.0383377432393569,170,5,9,0.9422885210994968,accuracy,"[0.9131944444444444,0.9618055555555556,0.9409722222222222,0.9477351916376306,0.9477351916376306]",0.016052694558891443,0.9422047071702245,0.9419464361182263,false,ok,,0.9422885210994968,0.9735772357723576,0.9673199767711964,1.1047237999737263,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,3,0,3,131.59121011452473,18.23987143488779,5.81722819071365,-8.490599207340146,0.6931873609580184,0.43300877294678997,132,18,6,0.9735772357723576,accuracy,"[0.9652777777777778,0.9861111111111112,0.9652777777777778,0.9721254355400697,0.9790940766550522]",0.008092012039714797,0.9736402116402116,0.9735613290212722,false,ok,,0.9735772357723576,0.9735772357723576,0.9735772357723576,1.062452700047288,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,4,0,4,114.57444165941197,16.20104091579793,9.873223999448971,-9.276344842243871,-0.1443023541054662,-0.22109590415694524,115,16,10,0.9659262485481998,accuracy,"[0.9513888888888888,0.9791666666666666,0.9652777777777778,0.9686411149825784,0.9651567944250871]",0.008888493365696675,0.9658797664659733,0.965816673351885,false,ok,,0.9659262485481998,0.9735772357723576,0.9735772357723576,0.881785299978219,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,5,0,5,105.4588688978643,19.44079164769223,9.432211102123356,-9.878105416611755,-1.003134024519166,0.7400118581222055,105,19,9,0.965236643437863,accuracy,"[0.9444444444444444,0.9861111111111112,0.9548611111111112,0.975609756097561,0.9651567944250871]",0.014719500350232673,0.9651160372194854,0.9650113961137828,false,ok,,0.965236643437863,0.9735772357723576,0.9735772357723576,0.8965541000361554,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,6,0,6,76.65388786429716,12.959329103201856,7.63891796451794,11.526691548953437,-0.4237494256987948,0.3831571890160703,77,13,8,0.9694057297715835,accuracy,"[0.9548611111111112,0.9826388888888888,0.9652777777777778,0.9721254355400697,0.9721254355400697]",0.00914872689285149,0.9694283889801131,0.9693958523967691,false,ok,,0.9694057297715835,0.9735772357723576,0.9735772357723576,0.5972099000355229,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,7,0,7,191.4205518693751,13.981833505383563,3.067166043613545,-13.740958884561884,1.4942059244646206,0.059473361942563585,191,14,3,0.9721883468834689,accuracy,"[0.9618055555555556,0.9895833333333334,0.9583333333333334,0.9790940766550522,0.9721254355400697]",0.011402125866167765,0.9720353950009123,0.9719951427278858,false,ok,,0.9721883468834689,0.9735772357723576,0.9735772357723576,1.4955148000153713,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,8,0,8,124.68013981780616,10.885157011210067,6.001809514789967,9.608034105538316,-0.8066222727653752,-0.1982018989134916,125,11,6,0.968711285327139,accuracy,"[0.9618055555555556,0.9895833333333334,0.9479166666666666,0.975609756097561,0.9686411149825784]",0.013880500565419847,0.9686858237547892,0.9686389596838975,false,ok,,0.968711285327139,0.9735772357723576,0.9735772357723576,1.090178000042215,2026-09-25T09:17:50.349Z
20260925-083324_default,digits,pso,fold_4,4,4,9,0,9,193.78734291638708,8.298873196800587,3.7901691742257277,-4.558688432645084,1.7007828037605213,-0.11286418732362602,194,8,4,0.9673223964382501,accuracy,"[0.9479166666666666,0.9826388888888888,0.9618055555555556,0.975609756097561,0.9686411149825784]",0.011933416702730971,0.9672326217843459,0.9672062206274878,false,ok,,0.9673223964382501,0.9735772357723576,0.9735772357723576,1.359279299969785,2026-09-25T09:17:50.349Z
