exp_id,dataset,method,run_id,outer_fold,seed,eval_index,iteration,particle_id,pos_n_estimators,pos_max_depth,pos_min_samples_split,vel_n_estimators,vel_max_depth,vel_min_samples_split,n_estimators,max_depth,min_samples_split,fitness,fitness_metric,cv_scores,cv_std,diag_balanced_accuracy,diag_f1_macro,cache_hit,status,error,pbest_fitness,gbest_fitness,best_so_far_fitness,fit_time_s,timestamp
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,0,0,0,89.24182013739747,7.37284058145422,8.513805924754243,-8.94277657411649,1.3840188252778567,0.28769833837533376,89,7,9,0.8093537414965987,accuracy,"[0.8979591836734694,0.8571428571428571,0.75,0.8958333333333334,0.6458333333333334]",0.09785216837391435,0.8047886895712983,0.8066199282373564,false,ok,,0.8093537414965987,0.8176020408163266,0.8093537414965987,0.2418255999800749,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,1,0,1,63.78739132026453,12.801809467381773,7.828484214494357,10.477089708433038,0.5199705691398633,-0.1495321637191417,64,13,8,0.8135204081632654,accuracy,"[0.9183673469387755,0.8367346938775511,0.75,0.8958333333333334,0.6666666666666666]",0.09371026083268678,0.8100334448160534,0.8110032304109384,false,ok,,0.8135204081632654,0.8176020408163266,0.8135204081632654,0.2198962999973446,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,2,0,2,78.18516100499052,2.9926392919952276,4.199754943248305,0.49734582374990133,0.33639666392126233,0.5793887758522052,78,3,4,0.8136904761904763,accuracy,"[0.9183673469387755,0.7959183673469388,0.7083333333333334,0.9166666666666666,0.7291666666666666]",0.08957856088912013,0.8081331711766493,0.8093465472821189,false,ok,,0.8136904761904763,0.8176020408163266,0.8136904761904763,0.21936819999245927,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,3,0,3,148.6149522313389,12.120781930047704,3.200498106442689,-1.85441501522625,1.4120643958799144,0.18194710144413961,149,12,3,0.7969387755102041,accuracy,"[0.8979591836734694,0.8367346938775511,0.75,0.8541666666666666,0.6458333333333334]",0.08955442235004829,0.7926933774759861,0.7938407377726844,false,ok,,0.7969387755102041,0.8176020408163266,0.8136904761904763,0.4510608999989927,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,4,0,4,114.89461862071808,14.047351374341364,5.3822773861610225,9.880683774197443,-0.006998202297907596,0.30802901092795754,115,14,5,0.8053571428571429,accuracy,"[0.8979591836734694,0.8163265306122449,0.7708333333333334,0.875,0.6666666666666666]",0.08242879908389801,0.8005833136267919,0.8022859918161007,false,ok,,0.8053571428571429,0.8176020408163266,0.8136904761904763,0.3311864999704994,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,5,0,5,144.97765989111747,19.41384714488618,7.464518578477002,-4.829238760520699,0.08218261412554995,-0.4540425743695769,145,19,7,0.8135204081632654,accuracy,"[0.9183673469387755,0.8367346938775511,0.7708333333333334,0.8958333333333334,0.6458333333333334]",0.09823272642498396,0.8093341441167528,0.8109352886565739,false,ok,,0.8135204081632654,0.8176020408163266,0.8136904761904763,0.398222399991937,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,6,0,6,108.74372496200392,5.3705462549617655,4.767685324573865,-11.978891939445695,-1.6610251322845122,0.3231191622175831,109,5,5,0.8176020408163266,accuracy,"[0.9183673469387755,0.8571428571428571,0.7708333333333334,0.875,0.6666666666666666]",0.08942085658446527,0.812480997263606,0.814533379644131,false,ok,,0.8176020408163266,0.8176020408163266,0.8176020408163266,0.35538319998886436,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,7,0,7,126.65989603543656,18.041769371010425,8.204511539781516,-1.3070813735533182,1.431842929535432,0.5362931275076475,127,18,8,0.8051020408163264,accuracy,"[0.9183673469387755,0.8571428571428571,0.75,0.875,0.625]",0.10573171789138407,0.8016418364244451,0.8029913895655556,false,ok,,0.8051020408163264,0.8176020408163266,0.8176020408163266,0.42701909999595955,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,8,0,8,97.72199009230616,18.635904137122836,5.76727908332606,-3.447145965575503,1.7052435709388025,0.14729921772538346,98,19,6,0.8092687074829932,accuracy,"[0.9183673469387755,0.8571428571428571,0.7291666666666666,0.875,0.6666666666666666]",0.09514907160938131,0.8047886895712983,0.8062409674492799,false,ok,,0.8092687074829932,0.8176020408163266,0.8176020408163266,0.31440329999895766,2026-09-25T09:29:35.275Z
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,9,0,9,154.0638263303345,3.929731552164585,2.836348467463532,7.976499426458943,-0.33410030947341496,-0.48612814085076494,154,4,3,0.8134353741496598,accuracy,"[0.9183673469387755,0.8571428571428571,0.7291666666666666,0.875,0.6875]",0.08907547323722485,0.8081331711766495,0.8099637465397498,false,ok,,0.8134353741496598,0.8176020408163266,0.8176020408163266,0.43908769998233765,2026-09-25T09:29:35.275Z
