exp_id,dataset,method,run_id,outer_fold,seed,iteration,gbest_fitness,gbest_n_estimators,gbest_max_depth,gbest_min_samples_split,gbest_improved,mean_fitness,std_fitness,min_fitness,max_fitness,diversity,n_unique_configs,n_cache_hits,n_ties_with_gbest,n_failed,cumulative_evaluations,cumulative_unique_fits,no_improve_count,elapsed_s
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,0,0.8176020408163266,109,5,5,true,0.8097789115646259,0.005697405826589272,0.7969387755102041,0.8176020408163266,0.43892511187771566,10,0,1,0,10,10,0,3.401103999989573
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,1,0.8216836734693878,121,14,7,true,0.8097704081632653,0.007003670003404697,0.8010204081632653,0.8216836734693878,0.3025522403431727,10,0,1,0,20,20,0,6.715665600029752
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,2,0.8217687074829932,101,13,7,true,0.8118622448979591,0.0037857330038471395,0.8092687074829932,0.8217687074829932,0.15638162871738898,10,0,1,0,30,30,0,10.095078999991529
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,3,0.8217687074829932,101,13,7,false,0.810204081632653,0.006838553587536312,0.8011054421768706,0.8217687074829932,0.22261114098352147,10,0,2,0,40,40,1,13.456924800004344
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,4,0.8258503401360544,118,11,7,true,0.8109948979591838,0.005923038708877035,0.8051020408163264,0.8258503401360544,0.25410286124590875,10,0,1,0,50,50,0,16.547607699991204
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,5,0.8258503401360544,118,11,7,false,0.8134268707482993,0.007425222459389921,0.8010204081632655,0.8258503401360544,0.20796253363091796,10,1,1,0,60,59,1,19.14941459998954
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,6,0.8258503401360544,118,11,7,false,0.8118197278911564,0.007661371149791591,0.8010204081632653,0.8217687074829932,0.209360969787042,10,0,1,0,70,69,2,22.066587800043635
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,7,0.8258503401360544,118,11,7,false,0.8134608843537416,0.007391999515205703,0.8011054421768706,0.8218537414965986,0.16851044542085242,10,0,1,0,80,79,3,25.52703759999713
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,8,0.8258503401360544,118,11,7,false,0.8155357142857144,0.007417388864906101,0.805187074829932,0.8258503401360544,0.1725099703181949,10,0,3,0,90,89,4,28.793047600018326
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,9,0.8258503401360544,118,11,7,false,0.8147278911564626,0.006644830091804938,0.8052721088435375,0.8258503401360544,0.15079373118293132,10,0,4,0,100,99,5,32.083948100043926
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,10,0.8258503401360544,118,11,7,false,0.8175850340136055,0.005520639735943757,0.8092687074829932,0.8258503401360544,0.13826779293240496,10,1,5,0,110,108,6,35.099058000021614
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,11,0.8258503401360544,118,11,7,false,0.8196683673469389,0.005598577720541381,0.8093537414965987,0.8258503401360544,0.18038982356849567,10,0,8,0,120,118,7,38.28956710000057
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,12,0.8258503401360544,118,11,7,false,0.8188435374149661,0.004878344369487545,0.809438775510204,0.8258503401360544,0.1666695930926023,10,1,9,0,130,127,8,42.572752800013404
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,13,0.8341836734693878,116,2,7,true,0.8233673469387754,0.0049661319986109165,0.8135204081632654,0.8341836734693878,0.12733965634088987,8,4,1,0,140,133,0,44.64058900001692
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,14,0.8383503401360544,103,2,7,true,0.8205187074829933,0.007849615950339095,0.8135204081632654,0.8383503401360544,0.11959212918334775,10,2,1,0,150,141,0,47.25122770003509
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,15,0.8383503401360544,103,2,7,false,0.8176105442176871,0.009256252162985344,0.8052721088435375,0.8341836734693878,0.13417317729255113,10,0,1,0,160,151,1,50.29827710002428
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,16,0.842517006802721,106,2,7,true,0.8234608843537415,0.01301028466917371,0.8052721088435375,0.842517006802721,0.11520336550499492,9,4,1,0,170,157,0,51.921728699991945
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,17,0.842517006802721,106,2,7,false,0.8234183673469389,0.01037374539192233,0.8051020408163264,0.842517006802721,0.1810085843038693,10,1,1,0,180,166,1,54.47381160000805
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,18,0.842517006802721,106,2,7,false,0.8263095238095237,0.011213868402808594,0.8051020408163264,0.842517006802721,0.16867001086871886,10,2,2,0,190,174,2,56.3948354999884
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,19,0.842517006802721,106,2,7,false,0.8242687074829931,0.009308812939039388,0.809438775510204,0.842517006802721,0.15946331852214407,10,1,2,0,200,183,3,58.98301900003571
20260925-083324_default,heart_cleveland,pso,fold_2,2,2,20,0.842517006802721,106,2,7,false,0.8226020408163265,0.013071683471841147,0.8011054421768706,0.842517006802721,0.14053361598994474,10,1,2,0,210,192,4,61.6744650999899
