exp_id,dataset,method,run_id,outer_fold,seed,iteration,gbest_fitness,gbest_n_estimators,gbest_max_depth,gbest_min_samples_split,gbest_improved,mean_fitness,std_fitness,min_fitness,max_fitness,diversity,n_unique_configs,n_cache_hits,n_ties_with_gbest,n_failed,cumulative_evaluations,cumulative_unique_fits,no_improve_count,elapsed_s
20260925-083324_default,digits,pso,deployment,,5,0,0.975506035283194,200,14,4,true,0.9434560507582793,0.044520170207476374,0.8736799752398638,0.975506035283194,0.4977617579527768,10,0,1,0,10,10,0,9.073396399966441
20260925-083324_default,digits,pso,deployment,,5,1,0.976063138347261,190,16,4,true,0.9686070875889816,0.010982381260796002,0.9376740947075209,0.976063138347261,0.3365493313736257,10,1,1,0,20,19,0,18.95435339998221
20260925-083324_default,digits,pso,deployment,,5,2,0.9760646858557722,192,13,3,true,0.9738936861652739,0.0016780489656557111,0.9716109563602601,0.9760646858557722,0.22534598929994915,10,0,1,0,30,29,0,31.7639173999778
20260925-083324_default,digits,pso,deployment,,5,3,0.9760662333642836,200,20,3,true,0.9745066542865987,0.0008903597448263801,0.9732807180439492,0.9760662333642836,0.17398998720768208,10,0,1,0,40,39,0,45.340864999976475
20260925-083324_default,digits,pso,deployment,,5,4,0.9766217889198391,200,12,3,true,0.9758981739399568,0.00035677049396941763,0.975506035283194,0.9766217889198391,0.15386825516003608,9,2,1,0,50,47,0,56.37301270000171
20260925-083324_default,digits,pso,deployment,,5,5,0.9766233364283504,200,16,3,true,0.9753416898792944,0.001027701742236007,0.9732838130609718,0.9766233364283504,0.16978259807434606,10,2,1,0,60,55,0,67.2091403999948
20260925-083324_default,digits,pso,deployment,,5,6,0.9766233364283504,200,16,3,false,0.9753419993809966,0.0010859951219555598,0.9721711544413495,0.9760662333642836,0.13225453361543946,10,4,1,0,70,61,1,75.74125959997764
20260925-083324_default,digits,pso,deployment,,5,7,0.9766233364283504,200,16,3,false,0.9760662333642834,0.0004981155627000669,0.9749535747446612,0.9766233364283504,0.09708788081621685,7,6,2,0,80,65,2,81.50806249998277
20260925-083324_default,digits,pso,deployment,,5,8,0.977178891983906,168,16,3,true,0.9758987929433613,0.0008643983606818341,0.9738393686165274,0.977178891983906,0.10849974463084237,9,5,1,0,90,70,0,88.43917149998015
20260925-083324_default,digits,pso,deployment,,5,9,0.9777344475394616,184,16,3,true,0.9765105230578769,0.0009577756211508456,0.9743964716805943,0.9777344475394616,0.10936838427027222,9,1,1,0,100,79,0,99.93310359999305
20260925-083324_default,digits,pso,deployment,,5,10,0.9777344475394616,184,16,3,false,0.9762318167749923,0.0009336910268368631,0.9743949241720831,0.9777344475394616,0.11514481249228706,10,0,2,0,110,89,1,112.5558607999701
20260925-083324_default,digits,pso,deployment,,5,11,0.9777344475394616,184,16,3,false,0.9767333642835035,0.0011346643189754182,0.9738409161250388,0.9777344475394616,0.09712249918161522,9,3,5,0,120,96,2,121.88062329997774
20260925-083324_default,digits,pso,deployment,,5,12,0.9777344475394616,184,16,3,false,0.9767336737852059,0.000924076161981404,0.9749535747446612,0.9777344475394616,0.09866853822256164,10,4,7,0,130,102,3,130.34426739998162
20260925-083324_default,digits,pso,deployment,,5,13,0.9777344475394616,184,16,3,false,0.9766211699164347,0.000898014322294137,0.9749520272361497,0.9777344475394616,0.1087709302759697,10,2,8,0,140,110,4,140.70579779997934
20260925-083324_default,digits,pso,deployment,,5,14,0.9777344475394616,184,16,3,false,0.976677808727948,0.000878192141724831,0.9743964716805943,0.9777344475394616,0.09792942975667455,10,2,9,0,150,118,5,150.8533797999844
20260925-083324_default,digits,pso,deployment,,5,15,0.9777359950479727,177,15,3,true,0.9769552770040235,0.0007552368716092354,0.9755091303002168,0.9777359950479727,0.07901803026944716,10,2,1,0,160,126,0,160.46826209995197
20260925-083324_default,digits,pso,deployment,,5,16,0.9777359950479727,177,15,3,false,0.975620396162179,0.001214193451680632,0.9738393686165274,0.9777344475394616,0.10366784170117427,10,3,1,0,170,133,1,169.48092429997632
20260925-083324_default,digits,pso,deployment,,5,17,0.9782915506035283,178,18,3,true,0.9762889198390592,0.001898216916705932,0.9727282575054164,0.9782915506035283,0.09155679737840566,9,3,1,0,180,140,0,177.90999239997473
20260925-083324_default,digits,pso,deployment,,5,18,0.9782915506035283,178,18,3,false,0.9767883008356545,0.0011156914340836154,0.9749489322191272,0.9782915506035283,0.07232847582734492,10,0,2,0,190,150,1,190.1892414999893
20260925-083324_default,digits,pso,deployment,,5,19,0.9782915506035283,178,18,3,false,0.9771785824822036,0.0007044420563632156,0.975506035283194,0.9777359950479727,0.08816115893236956,9,2,2,0,200,158,2,199.89296549995197
20260925-083324_default,digits,pso,deployment,,5,20,0.9782915506035283,178,18,3,false,0.9767892293407614,0.0014518818211226314,0.9732838130609718,0.9777359950479727,0.08140512203374427,9,3,2,0,210,165,3,208.36887589999242
