exp_id,dataset,method,run_id,outer_fold,seed,eval_index,iteration,particle_id,pos_n_estimators,pos_max_depth,pos_min_samples_split,vel_n_estimators,vel_max_depth,vel_min_samples_split,n_estimators,max_depth,min_samples_split,fitness,fitness_metric,cv_scores,cv_std,diag_balanced_accuracy,diag_f1_macro,cache_hit,status,error,pbest_fitness,gbest_fitness,best_so_far_fitness,fit_time_s,timestamp
20260925-083324_default,heart_cleveland,pso,deployment,,5,0,0,0,170.75043856180702,16.542934215256885,6.122604488337136,6.224867020115319,-1.795681139087417,0.0053823448858631995,171,17,6,0.8253005464480875,accuracy,"[0.7704918032786885,0.819672131147541,0.819672131147541,0.8833333333333333,0.8333333333333334]",0.036054643152337904,0.8215413059163058,0.8222383475265674,false,ok,,0.8253005464480875,0.8384699453551914,0.8253005464480875,0.4766327000106685,2026-09-25T09:35:14.025Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,1,0,1,92.87020701322123,2.9707526428698157,5.066951046284146,-1.8999884347304192,-1.0682897899875667,-0.2800917686790303,93,3,5,0.835191256830601,accuracy,"[0.7868852459016393,0.8360655737704918,0.819672131147541,0.8666666666666667,0.8666666666666667]",0.030187683689357682,0.8290659571909572,0.8311363114380994,false,ok,,0.835191256830601,0.8384699453551914,0.835191256830601,0.26799050002591684,2026-09-25T09:35:14.025Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,2,0,2,111.2709808129998,2.814953490244013,2.3900616858173445,9.186459930811306,-0.6607724853438355,-0.5615382663463108,111,3,2,0.8384699453551914,accuracy,"[0.7868852459016393,0.8524590163934426,0.819672131147541,0.8666666666666667,0.8666666666666667]",0.03098432936387646,0.8320962602212603,0.8339679260964565,false,ok,,0.8384699453551914,0.8384699453551914,0.8384699453551914,0.28527110000140965,2026-09-25T09:35:14.025Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,3,0,3,199.8764172597607,13.74264400858378,3.8760816133585916,5.955359709549324,-0.18524123726264574,0.4783031855410145,200,14,4,0.8253551912568305,accuracy,"[0.7704918032786885,0.8032786885245902,0.819672131147541,0.8833333333333333,0.85]",0.03872593973595243,0.8211895743145743,0.821796325917988,false,ok,,0.8253551912568305,0.8384699453551914,0.8384699453551914,0.5558292000205256,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,4,0,4,115.24213283377131,19.5353514786666,9.18142086486839,-7.9345062808148565,-0.6487752444541695,0.47980724168792555,115,20,9,0.8384699453551911,accuracy,"[0.8032786885245902,0.8360655737704918,0.819672131147541,0.9,0.8333333333333334]",0.03289345158743978,0.8344306156806157,0.8354162919749152,false,ok,,0.8384699453551911,0.8384699453551914,0.8384699453551914,0.36723869998240843,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,5,0,5,176.63465564131116,9.063283958026007,5.944184149853941,0.21204416770173928,0.02298600511765536,-0.4220893945666184,177,9,6,0.8253005464480875,accuracy,"[0.7704918032786885,0.819672131147541,0.819672131147541,0.8833333333333333,0.8333333333333334]",0.036054643152337904,0.8215413059163058,0.8222383475265674,false,ok,,0.8253005464480875,0.8384699453551914,0.8384699453551914,0.3903055000118911,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,6,0,6,151.5034027746599,3.094448833245009,6.444768935365787,-14.563911589085603,1.559606040811561,-0.662678734261072,152,3,6,0.8384699453551914,accuracy,"[0.7868852459016393,0.8524590163934426,0.819672131147541,0.8666666666666667,0.8666666666666667]",0.03098432936387646,0.8321909571909571,0.8340746072923129,false,ok,,0.8384699453551914,0.8384699453551914,0.8384699453551914,0.41858609998598695,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,7,0,7,90.71774067951523,17.8337211200286,2.513715498497528,10.3478040442083,-0.47562933991853984,0.7216367699132791,91,18,3,0.8219672131147542,accuracy,"[0.7868852459016393,0.7868852459016393,0.8360655737704918,0.8333333333333334,0.8666666666666667]",0.030943440199584022,0.8183411495911497,0.8189038053433301,false,ok,,0.8219672131147542,0.8384699453551914,0.8384699453551914,0.20628650003345683,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,8,0,8,151.87722995320473,17.66159304189506,3.818548201287265,-3.0172421526358075,1.571191422631211,0.08985564085423525,152,18,4,0.8220218579234972,accuracy,"[0.7704918032786885,0.8032786885245902,0.819672131147541,0.8833333333333333,0.8333333333333334]",0.03714625321513062,0.8180645743145742,0.8185540149090773,false,ok,,0.8220218579234972,0.8384699453551914,0.8384699453551914,0.4547610000008717,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,9,0,9,184.3172359121189,17.699518424438033,2.148137741361686,-7.795940150916724,0.8691180121001258,0.27902354381882044,184,18,2,0.8285792349726776,accuracy,"[0.7868852459016393,0.8032786885245902,0.8360655737704918,0.8833333333333333,0.8333333333333334]",0.03303078679757567,0.8252074314574316,0.8255739290991062,false,ok,,0.8285792349726776,0.8384699453551914,0.8384699453551914,0.5780601000296883,2026-09-25T09:35:14.026Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,10,1,0,140.75043856180702,12.942934215256885,4.5226044883371355,-30.0,-3.6,-1.6,141,13,5,0.8220218579234972,accuracy,"[0.7704918032786885,0.819672131147541,0.8032786885245902,0.8833333333333333,0.8333333333333334]",0.03714625321513062,0.8180645743145742,0.8187310898022426,false,ok,,0.8253005464480875,0.8384699453551914,0.8384699453551914,0.4422593000344932,2026-09-25T09:35:18.009Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,11,1,1,100.49582052482248,2.0,4.110881608285977,7.625613511601237,0.0,-0.9560694379981688,100,2,4,0.825136612021858,accuracy,"[0.8032786885245902,0.8360655737704918,0.819672131147541,0.85,0.8166666666666667]",0.016229600191088097,0.8182569745069745,0.8200348210509611,false,ok,,0.835191256830601,0.8384699453551914,0.8384699453551914,0.26667490002000704,2026-09-25T09:35:18.009Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,12,1,2,117.97525927050589,2.332721730440082,2.0,6.704278457506091,-0.4822317598039311,0.0,118,2,2,0.825136612021858,accuracy,"[0.8032786885245902,0.819672131147541,0.8360655737704918,0.8333333333333334,0.8333333333333334]",0.012340535290312817,0.8183516714766714,0.8203321226795804,false,ok,,0.8384699453551914,0.8384699453551914,0.8384699453551914,0.330339299980551,2026-09-25T09:35:18.009Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,13,1,3,194.48230520114535,10.14264400858378,2.3824363560147654,-5.3941120586153595,-3.6,-1.4936452573438264,194,10,2,0.8253005464480875,accuracy,"[0.7704918032786885,0.8032786885245902,0.8360655737704918,0.8833333333333333,0.8333333333333334]",0.037515800368047844,0.8216360028860029,0.8220991165900531,false,ok,,0.8253551912568305,0.8384699453551914,0.8384699453551914,0.5684449999826029,2026-09-25T09:35:18.009Z
20260925-083324_default,heart_cleveland,pso,deployment,,5,14,1,4,108.620963892749,15.935351478666599,7.58142086486839,-6.621168941022302,-3.6,-1.6,109,16,8,0.8186338797814209,accuracy,"[0.7704918032786885,0.8360655737704918,0.8032786885245902,0.85,0.8333333333333334]",0.02848583092047199,0.8143608706108706,0.815141242072927,false,ok,,0.8384699453551911,0.8384699453551914,0.8384699453551914,0.3407850000075996,2026-09-25T09:35:18.009Z
