exp_id,dataset,method,run_id,outer_fold,seed,iteration,gbest_fitness,gbest_n_estimators,gbest_max_depth,gbest_min_samples_split,gbest_improved,mean_fitness,std_fitness,min_fitness,max_fitness,diversity,n_unique_configs,n_cache_hits,n_ties_with_gbest,n_failed,cumulative_evaluations,cumulative_unique_fits,no_improve_count,elapsed_s
20260925-083324_default,heart_cleveland,pso,deployment,,5,0,0.8384699453551914,111,3,2,true,0.8299125683060108,0.006618395519030249,0.8219672131147542,0.8384699453551914,0.4977617579527768,10,0,2,0,10,10,0,4.00509890000103
20260925-083324_default,heart_cleveland,pso,deployment,,5,1,0.8384699453551914,111,3,2,false,0.824617486338798,0.004135225818224284,0.8186338797814209,0.8319125683060109,0.3992869342176716,10,0,2,0,20,20,1,7.988632900000084
20260925-083324_default,heart_cleveland,pso,deployment,,5,2,0.8417486338797815,107,3,4,true,0.828256830601093,0.006966021541735307,0.8219672131147542,0.8417486338797815,0.2853576276763359,10,0,2,0,30,30,0,12.156297400011681
20260925-083324_default,heart_cleveland,pso,deployment,,5,3,0.8417486338797815,107,3,4,false,0.8272841530054645,0.007565614719452199,0.8120218579234972,0.8417486338797815,0.2468848190347916,10,0,3,0,40,40,1,15.971462099987548
20260925-083324_default,heart_cleveland,pso,deployment,,5,4,0.8450273224043716,110,3,4,true,0.826601092896175,0.009117590731564196,0.8153551912568305,0.8450273224043716,0.19803682967697817,10,0,1,0,50,50,0,19.95283580000978
20260925-083324_default,heart_cleveland,pso,deployment,,5,5,0.8450273224043716,110,3,4,false,0.8332131147540984,0.005722425661730368,0.8220218579234972,0.8384699453551914,0.21846339329434178,10,0,1,0,60,60,1,24.154026000003796
20260925-083324_default,heart_cleveland,pso,deployment,,5,6,0.8450273224043716,110,3,4,false,0.8328306010928962,0.006413252202757864,0.8220218579234974,0.8450273224043716,0.258598311545488,10,0,2,0,70,70,2,28.304373099992517
20260925-083324_default,heart_cleveland,pso,deployment,,5,7,0.8450273224043716,110,3,4,false,0.8321639344262295,0.007000432964602929,0.8186885245901638,0.8417486338797815,0.2215403721627144,10,2,2,0,80,78,3,31.35869600001024
20260925-083324_default,heart_cleveland,pso,deployment,,5,8,0.8450273224043716,110,3,4,false,0.8318415300546448,0.009667408003649854,0.8121311475409836,0.8417486338797815,0.15661607377860093,10,0,2,0,90,88,4,34.60116710001603
20260925-083324_default,heart_cleveland,pso,deployment,,5,9,0.8450273224043716,110,3,4,false,0.831879781420765,0.00793476492977131,0.8187431693989071,0.8417486338797815,0.17878739918193326,10,4,2,0,100,94,5,36.48566950001987
20260925-083324_default,heart_cleveland,pso,deployment,,5,10,0.8450273224043716,110,3,4,false,0.8331912568306011,0.007386239974015637,0.8220218579234972,0.8450273224043716,0.20853459430018778,10,3,2,0,110,101,6,38.7646601999877
20260925-083324_default,heart_cleveland,pso,deployment,,5,11,0.8450273224043716,110,3,4,false,0.8347978142076503,0.0084040375980878,0.8220218579234972,0.8450273224043716,0.17631220810961207,9,6,2,0,120,105,7,40.17001160001382
20260925-083324_default,heart_cleveland,pso,deployment,,5,12,0.8450273224043716,110,3,4,false,0.8324754098360657,0.007492680095206756,0.8221311475409836,0.8450273224043716,0.1352510299579903,10,6,2,0,130,109,8,41.44715630001156
20260925-083324_default,heart_cleveland,pso,deployment,,5,13,0.8450273224043716,110,3,4,false,0.8321803278688525,0.007138940113493166,0.8220765027322404,0.8417486338797815,0.18280541734635375,10,5,2,0,140,114,9,43.17162350000581
20260925-083324_default,heart_cleveland,pso,deployment,,5,14,0.8450273224043716,110,3,4,false,0.8341857923497269,0.00871557119662313,0.815464480874317,0.8450273224043716,0.16501765072337862,10,4,2,0,150,120,10,45.16795440000715
20260925-083324_default,heart_cleveland,pso,deployment,,5,15,0.8450273224043716,110,3,4,false,0.8348360655737705,0.009465839009560478,0.8187978142076503,0.8450273224043716,0.18106681226688628,8,4,2,0,160,126,11,47.12953059998108
20260925-083324_default,heart_cleveland,pso,deployment,,5,16,0.8450273224043716,110,3,4,false,0.8334644808743171,0.006685505944053159,0.8250819672131149,0.8450273224043716,0.19139867785209802,10,3,3,0,170,133,12,49.321231900015846
20260925-083324_default,heart_cleveland,pso,deployment,,5,17,0.8450273224043716,110,3,4,false,0.8361366120218581,0.005503198899254661,0.8220765027322404,0.8417486338797815,0.2556436537687706,10,5,3,0,180,138,13,51.061532800027635
20260925-083324_default,heart_cleveland,pso,deployment,,5,18,0.8450273224043716,110,3,4,false,0.8371475409836066,0.00610232552232635,0.8252459016393443,0.8450273224043716,0.20237015772991135,9,4,3,0,190,144,14,53.03533179999795
20260925-083324_default,heart_cleveland,pso,deployment,,5,19,0.8450273224043716,110,3,4,false,0.8381256830601094,0.006816643663417132,0.8219672131147542,0.8450273224043716,0.13505515669306206,9,5,3,0,200,149,15,54.629580200009514
20260925-083324_default,heart_cleveland,pso,deployment,,5,20,0.8450273224043716,110,3,4,false,0.835464480874317,0.007717619264255373,0.8187978142076503,0.8450273224043716,0.10078055319056019,10,6,3,0,210,153,16,55.82050670002354
