exp_id,dataset,method,run_id,outer_fold,seed,iteration,gbest_fitness,gbest_n_estimators,gbest_max_depth,gbest_min_samples_split,gbest_improved,mean_fitness,std_fitness,min_fitness,max_fitness,diversity,n_unique_configs,n_cache_hits,n_ties_with_gbest,n_failed,cumulative_evaluations,cumulative_unique_fits,no_improve_count,elapsed_s
20260925-083324_default,digits,pso,fold_2,2,2,0,0.9735723964382501,149,12,3,true,0.9498678861788618,0.03136267481971821,0.8671965737514519,0.9735723964382501,0.43892511187771566,10,0,1,0,10,10,0,7.025014800019562
20260925-083324_default,digits,pso,fold_2,2,2,1,0.9735723964382501,149,12,3,false,0.9609226190476191,0.02712101573594799,0.8797135114208284,0.9721931862175763,0.30458367110315177,10,0,1,0,20,20,1,15.626561500015669
20260925-083324_default,digits,pso,fold_2,2,2,2,0.9742692605497483,152,11,3,true,0.9699627371273714,0.0032562966922911048,0.9638429152148665,0.9742692605497483,0.1842780341308877,10,0,1,0,30,30,0,24.827545500011183
20260925-083324_default,digits,pso,fold_2,2,2,3,0.9749661246612467,168,11,3,true,0.970519018583043,0.0015906720612181091,0.9687112853271389,0.9749661246612467,0.18415118013228865,10,0,1,0,40,40,0,34.71266280004056
20260925-083324_default,digits,pso,fold_2,2,2,4,0.9749661246612467,168,11,3,false,0.9694763840495548,0.002665014043286026,0.9624516066589237,0.9721835075493612,0.1924379370054478,10,1,1,0,50,49,1,43.83792550000362
20260925-083324_default,digits,pso,fold_2,2,2,5,0.975660569105691,172,11,3,true,0.9714220383275262,0.0022290749979646286,0.9687088656600851,0.975660569105691,0.16785363889939472,10,1,1,0,60,58,0,53.59338700002991
20260925-083324_default,digits,pso,fold_2,2,2,6,0.975660569105691,172,11,3,false,0.9708640631049168,0.0017974954147050761,0.9680144212156406,0.9735723964382501,0.2000987823450393,9,1,1,0,70,67,1,62.500920000020415
20260925-083324_default,digits,pso,fold_2,2,2,7,0.975660569105691,172,11,3,false,0.970656697638405,0.002258525056807895,0.9666279519938057,0.9742716802168021,0.17643810952573227,10,0,1,0,80,77,2,71.9924006999936
20260925-083324_default,digits,pso,fold_2,2,2,8,0.975660569105691,172,11,3,false,0.9716298877274486,0.0016671118990027932,0.9694033101045296,0.9749661246612467,0.1414351384109788,10,2,1,0,90,85,3,80.024747700023
20260925-083324_default,digits,pso,fold_2,2,2,9,0.975660569105691,172,11,3,false,0.9712826655052265,0.0016162158976735503,0.9687112853271389,0.9742716802168021,0.1479768105576751,10,2,1,0,100,93,4,89.09985100000631
20260925-083324_default,digits,pso,fold_2,2,2,10,0.975660569105691,172,11,3,false,0.9718399148277197,0.0013976031254013218,0.9687161246612466,0.9742716802168022,0.16633042589438046,10,0,1,0,110,103,5,99.6973567000241
20260925-083324_default,digits,pso,fold_2,2,2,11,0.975660569105691,172,11,3,false,0.971143292682927,0.0021125490592112596,0.9680168408826946,0.9742716802168021,0.1664235892636174,10,1,1,0,120,112,6,108.89151680003852
20260925-083324_default,digits,pso,fold_2,2,2,12,0.975660569105691,172,11,3,false,0.9726028358497871,0.002019511018987352,0.9687064459930314,0.9749661246612467,0.1288209714179361,10,2,1,0,130,120,7,117.60380829998758
20260925-083324_default,digits,pso,fold_2,2,2,13,0.975660569105691,172,11,3,false,0.9712833914053425,0.0019421321610906721,0.9687112853271389,0.9749661246612467,0.13422850447449403,10,3,1,0,140,127,8,125.52542730001733
20260925-083324_default,digits,pso,fold_2,2,2,14,0.975660569105691,172,11,3,false,0.9726730061943476,0.0025255420314583897,0.9680168408826946,0.975660569105691,0.07308064424415686,10,5,2,0,150,132,9,131.04225890000816
20260925-083324_default,digits,pso,fold_2,2,2,15,0.975660569105691,172,11,3,false,0.9726715543941153,0.002283999866127414,0.9680168408826946,0.975660569105691,0.10901794915287508,9,4,2,0,160,138,10,136.29310700000497
20260925-083324_default,digits,pso,fold_2,2,2,16,0.975660569105691,172,11,3,false,0.9731569396051103,0.002043300175418931,0.9694033101045296,0.975660569105691,0.08873337556083724,10,5,3,0,170,143,11,141.47689230000833
20260925-083324_default,digits,pso,fold_2,2,2,17,0.975660569105691,172,11,3,false,0.9722548877274487,0.0026085304252511346,0.9680120015485869,0.975660569105691,0.09030725840964962,10,8,3,0,180,145,12,143.23132120002992
20260925-083324_default,digits,pso,fold_2,2,2,18,0.975660569105691,172,11,3,false,0.9731586333720479,0.003378507899517711,0.9659335075493611,0.975660569105691,0.093173481345472,7,7,3,0,190,148,13,146.29619000002276
20260925-083324_default,digits,pso,fold_2,2,2,19,0.975660569105691,172,11,3,false,0.9728815814943864,0.0022828407134014433,0.9687137049941927,0.975660569105691,0.11873455346208095,10,7,3,0,200,151,14,149.46456470002886
20260925-083324_default,digits,pso,fold_2,2,2,20,0.975660569105691,172,11,3,false,0.9744091173054589,0.0018599434029734942,0.9694057297715835,0.975660569105691,0.07483763606804636,8,9,3,0,210,152,15,150.52232640003785
