exp_id,dataset,method,run_id,outer_fold,seed,eval_index,iteration,particle_id,pos_n_estimators,pos_max_depth,pos_min_samples_split,vel_n_estimators,vel_max_depth,vel_min_samples_split,n_estimators,max_depth,min_samples_split,fitness,fitness_metric,cv_scores,cv_std,diag_balanced_accuracy,diag_f1_macro,cache_hit,status,error,pbest_fitness,gbest_fitness,best_so_far_fitness,fit_time_s,timestamp
20260925-083324_default,digits,random_search,fold_4,4,4,0,,,,,,,,,159,19,9,0.9694057297715833,accuracy,"[0.9444444444444444,0.9895833333333334,0.96875,0.975609756097561,0.9686411149825784]",0.014626729030376664,0.9693032293377121,0.9691470733379715,false,ok,,,,0.9694057297715833,0.9648912000120617,2026-09-25T09:14:32.541Z
20260925-083324_default,digits,random_search,fold_4,4,4,1,,,,,,,,,127,19,10,0.966623112659698,accuracy,"[0.9479166666666666,0.9791666666666666,0.96875,0.9721254355400697,0.9651567944250871]",0.010432843953776836,0.966594052180259,0.9664842247552325,false,ok,,,,0.9694057297715833,0.7804131000302732,2026-09-25T09:14:33.321Z
20260925-083324_default,digits,random_search,fold_4,4,4,2,,,,,,,,,196,3,6,0.8748282036391792,accuracy,"[0.8576388888888888,0.90625,0.8576388888888888,0.8710801393728222,0.8815331010452961]",0.018095734329842968,0.8739053092501369,0.870509097741107,false,ok,,,,0.9694057297715833,0.7074007999617606,2026-09-25T09:14:34.029Z
20260925-083324_default,digits,random_search,fold_4,4,4,3,,,,,,,,,141,7,5,0.9659310878823074,accuracy,"[0.9479166666666666,0.9861111111111112,0.9548611111111112,0.975609756097561,0.9651567944250871]",0.013773694085054055,0.9658514869549352,0.9657546107102546,false,ok,,,,0.9694057297715833,0.8167570000514388,2026-09-25T09:14:34.846Z
20260925-083324_default,digits,random_search,fold_4,4,4,4,,,,,,,,,144,17,7,0.972885210994967,accuracy,"[0.9548611111111112,0.9826388888888888,0.9722222222222222,0.9825783972125436,0.9721254355400697]",0.010148665734813208,0.9727761357416529,0.9727370254889711,false,ok,,,,0.972885210994967,0.9055353999719955,2026-09-25T09:14:35.752Z
20260925-083324_default,digits,random_search,fold_4,4,4,5,,,,,,,,,76,14,9,0.9638477545489741,accuracy,"[0.9479166666666666,0.9861111111111112,0.9444444444444444,0.975609756097561,0.9651567944250871]",0.015912280260009327,0.963736726874658,0.9636996256969212,false,ok,,,,0.972885210994967,0.4563037999905646,2026-09-25T09:14:36.208Z
20260925-083324_default,digits,random_search,fold_4,4,4,6,,,,,,,,,83,12,5,0.9728803716608596,accuracy,"[0.9548611111111112,0.9895833333333334,0.9722222222222222,0.9790940766550522,0.9686411149825784]",0.011495192621392933,0.972751505199781,0.9726766497620091,false,ok,,,,0.972885210994967,0.5210289999959059,2026-09-25T09:14:36.730Z
20260925-083324_default,digits,random_search,fold_4,4,4,7,,,,,,,,,186,3,6,0.8748257839721255,accuracy,"[0.8576388888888888,0.9097222222222222,0.8576388888888888,0.8606271777003485,0.8885017421602788]",0.020962692480558143,0.8739282977558839,0.8705933357843257,false,ok,,,,0.972885210994967,0.6850233000004664,2026-09-25T09:14:37.415Z
20260925-083324_default,digits,random_search,fold_4,4,4,8,,,,,,,,,185,10,3,0.9735796554394115,accuracy,"[0.9652777777777778,0.9895833333333334,0.9583333333333334,0.9825783972125436,0.9721254355400697]",0.011318845573808108,0.9735168764823937,0.9735326058301507,false,ok,,,,0.9735796554394115,1.1645977000007406,2026-09-25T09:14:38.581Z
20260925-083324_default,digits,random_search,fold_4,4,4,9,,,,,,,,,169,20,10,0.9680120015485869,accuracy,"[0.9513888888888888,0.9791666666666666,0.9722222222222222,0.9686411149825784,0.9686411149825784]",0.009157204310704027,0.9679733625250867,0.967928134780456,false,ok,,,,0.9735796554394115,1.0506920999614522,2026-09-25T09:14:39.632Z
20260925-083324_default,digits,random_search,fold_4,4,4,10,,,,,,,,,190,9,8,0.9666255323267517,accuracy,"[0.9444444444444444,0.9861111111111112,0.9618055555555556,0.9721254355400697,0.9686411149825784]",0.013632550202198588,0.9665165115854771,0.9664173599204586,false,ok,,,,0.9735796554394115,1.1458562000188977,2026-09-25T09:14:40.782Z
20260925-083324_default,digits,random_search,fold_4,4,4,11,,,,,,,,,196,12,10,0.9645373596593109,accuracy,"[0.9479166666666666,0.9826388888888888,0.9583333333333334,0.9686411149825784,0.9651567944250871]",0.011485880426338416,0.9644740010946908,0.9644352495211821,false,ok,,,,0.9735796554394115,1.1940990000148304,2026-09-25T09:14:41.976Z
20260925-083324_default,digits,random_search,fold_4,4,4,12,,,,,,,,,138,5,6,0.9450614595431668,accuracy,"[0.9305555555555556,0.9722222222222222,0.9340277777777778,0.9407665505226481,0.9477351916376306]",0.014801793809624163,0.9450125889436235,0.9448888713453651,false,ok,,,,0.9735796554394115,0.6631066999980249,2026-09-25T09:14:42.640Z
20260925-083324_default,digits,random_search,fold_4,4,4,13,,,,,,,,,141,7,8,0.9603755323267519,accuracy,"[0.9375,0.9756944444444444,0.9479166666666666,0.975609756097561,0.9651567944250871]",0.015284792588648169,0.9602619959861338,0.9601628015873984,false,ok,,,,0.9735796554394115,0.624662599992007,2026-09-25T09:14:43.265Z
20260925-083324_default,digits,random_search,fold_4,4,4,14,,,,,,,,,111,19,3,0.9707994579945799,accuracy,"[0.9513888888888888,0.9895833333333334,0.9618055555555556,0.9790940766550522,0.9721254355400697]",0.01327443680165095,0.9707582557927384,0.9707232811341392,false,ok,,,,0.9735796554394115,0.5781068000360392,2026-09-25T09:14:43.843Z
20260925-083324_default,digits,random_search,fold_4,4,4,15,,,,,,,,,150,3,3,0.8713559814169571,accuracy,"[0.8506944444444444,0.8958333333333334,0.8576388888888888,0.8641114982578397,0.8885017421602788]",0.017667247335327534,0.8703338806787082,0.8665480657508613,false,ok,,,,0.9735796554394115,0.5323013999732211,2026-09-25T09:14:44.376Z
